video_id,frame_idx,phase,augment
case_0381,9790,14,False
case_0381,11692,14,False
case_0388,3589,14,False
case_0388,3937,14,False
case_0388,4197,14,False
case_0388,4561,14,False
case_0388,4763,14,False
case_0388,5031,14,False
case_0395,9943,14,False
case_0401,14875,14,False
case_0401,15041,14,False
case_0401,15721,14,False
case_0401,15883,14,False
case_0403,2357,14,False
case_0403,2518,14,False
case_0405,5495,14,False
case_0405,5721,14,False
case_0405,5948,14,False
case_0405,6174,14,False
case_0405,6400,14,False
case_0405,6627,14,False
case_0405,6853,14,False
case_0408,9145,14,False
case_0408,9361,14,False
case_0418,6212,14,False
case_0418,6426,14,False
case_0422,6712,14,False
case_0422,6949,14,False
case_0422,7347,14,False
case_0422,7535,14,False
case_0422,7724,14,False
case_0422,7912,14,False
case_0422,8331,14,False
case_0422,8568,14,False
case_0428,2748,14,False
case_0428,2966,14,False
case_0428,3184,14,False
case_0428,3401,14,False
case_0428,3619,14,False
case_0428,3837,14,False
case_0429,5184,14,False
case_0429,5413,14,False
case_0429,5641,14,False
case_0438,11392,14,False
case_0438,11584,14,False
case_0440,5097,14,False
case_0440,5329,14,False
case_0440,5561,14,False
case_0440,5793,14,False
case_0447,6252,14,False
case_0447,6486,14,False
case_0447,6721,14,False
case_0447,6955,14,False
case_0462,10205,14,False
case_0462,10451,14,False
case_0465,10894,14,False
case_0465,11110,14,False
case_0465,11325,14,False
case_0465,11540,14,False
case_0465,11756,14,False
case_0476,4866,14,False
case_0476,5061,14,False
case_0476,5257,14,False
case_0476,5452,14,False
case_0476,5647,14,False
case_0479,9012,14,False
case_0479,9234,14,False
case_0479,9456,14,False
case_0479,9678,14,False
case_0487,11927,14,False
case_0487,12136,14,False
case_0487,12344,14,False
case_0487,12553,14,False
case_0494,3522,14,False
case_0494,3790,14,False
case_0500,7513,14,False
case_0501,9869,14,False
case_0501,10051,14,False
case_0501,10233,14,False
case_0504,6237,14,False
case_0504,6460,14,False
case_0504,6682,14,False
case_0507,9828,14,False
case_0507,10053,14,False
case_0507,10278,14,False
case_0507,10503,14,False
case_0507,10727,14,False
case_0507,10952,14,False
case_0507,11177,14,False
case_0507,11647,14,False
case_0507,11841,14,False
case_0507,12035,14,False
case_0507,12229,14,False
case_0507,12423,14,False
case_0516,12827,14,False
case_0516,13045,14,False
case_0516,13263,14,False
case_0516,13481,14,False
case_0516,13700,14,False
case_0516,13918,14,False
case_0516,14136,14,False
case_0516,14354,14,False
case_0520,10913,14,False
case_0520,11119,14,False
case_0522,6381,14,False
case_0531,4160,14,False
case_0531,4340,14,False
case_0531,4520,14,False
case_0531,5230,14,False
case_0533,6034,14,False
case_0533,6296,14,False
case_0538,6810,14,False
case_0538,7018,14,False
case_0538,7226,14,False
case_0538,7434,14,False
case_0538,7642,14,False
case_0552,8306,14,False
case_0555,15896,14,False
case_0555,16132,14,False
case_0555,16368,14,False
case_0555,16604,14,False
case_0559,23366,14,False
case_0559,23584,14,False
case_0559,23802,14,False
case_0559,24019,14,False
case_0559,24237,14,False
case_0566,10897,14,False
case_0570,10876,14,False
case_0575,5642,14,False
case_0575,5866,14,False
case_0575,6090,14,False
case_0577,20068,14,False
case_0577,20294,14,False
case_0577,20520,14,False
case_0577,20746,14,False
case_0577,20971,14,False
case_0577,21197,14,False
case_0577,21423,14,False
case_0579,7675,14,False
case_0579,7899,14,False
case_0579,8493,14,False
case_0579,8663,14,False
case_0580,13669,14,False
case_0580,13876,14,False
case_0580,14083,14,False
case_0580,14289,14,False
case_0580,14496,14,False
case_0581,15878,14,False
case_0581,16119,14,False
case_0588,8890,14,False
case_0588,9102,14,False
case_0588,9314,14,False
case_0588,9526,14,False
case_0588,9738,14,False
case_0588,9950,14,False
case_0588,10162,14,False
case_0588,10374,14,False
case_0588,10586,14,False
case_0588,10798,14,False
case_0588,11010,14,False
case_0593,12258,14,False
case_0593,12488,14,False
case_0593,12717,14,False
case_0593,12947,14,False
case_0593,13176,14,False
case_0593,13405,14,False
case_0593,13635,14,False
case_0594,14660,14,False
case_0594,14890,14,False
case_0594,15120,14,False
case_0594,15349,14,False
case_0594,15579,14,False
case_0598,9199,14,False
case_0598,9445,14,False
case_0598,9690,14,False
case_0600,11023,14,False
case_0600,11235,14,False
case_0600,11447,14,False
case_0600,11659,14,False
case_0601,16583,14,False
case_0604,9900,14,False
case_0605,6762,14,False
case_0605,6978,14,False
case_0605,7193,14,False
case_0605,7409,14,False
case_0607,8138,14,False
case_0612,4361,14,False
case_0612,4597,14,False
case_0612,4833,14,False
case_0615,9394,14,False
case_0615,9620,14,False
case_0618,32392,14,False
case_0618,32616,14,False
case_0618,32840,14,False
case_0618,33064,14,False
case_0618,33288,14,False
case_0618,33512,14,False
case_0618,33736,14,False
case_0631,37327,14,False
case_0631,37537,14,False
case_0631,37748,14,False
case_0631,37958,14,False
case_0631,38168,14,False
case_0631,38379,14,False
case_0631,38589,14,False
case_0631,38800,14,False
case_0631,39010,14,False
case_0631,39220,14,False
case_0631,39431,14,False
case_0631,39641,14,False
case_0632,8728,14,False
case_0632,8930,14,False
case_0632,9132,14,False
case_0635,6757,14,False
case_0635,6918,14,False
case_0636,7996,14,False
case_0636,8192,14,False
case_0636,8388,14,False
case_0639,5779,14,False
case_0639,5945,14,False
case_0644,13075,14,False
case_0644,13469,14,False
case_0644,13715,14,False
case_0644,13961,14,False
case_0648,9834,14,False
case_0648,10050,14,False
case_0648,13482,14,False
case_0648,15175,14,False
case_0648,15398,14,False
case_0653,5986,14,False
case_0653,6180,14,False
case_0653,6374,14,False
case_0653,6568,14,False
case_0659,4144,14,False
case_0659,4316,14,False
case_0659,4572,14,False
case_0659,6447,14,False
case_0659,6701,14,False
case_0661,5681,14,False
case_0661,5900,14,False
case_0661,6119,14,False
case_0661,6337,14,False
case_0661,6556,14,False
case_0661,6775,14,False
case_0661,6994,14,False
case_0661,7213,14,False
case_0661,7431,14,False
case_0661,7650,14,False
case_0663,9532,14,False
case_0663,10506,14,False
case_0663,10715,14,False
case_0663,10925,14,False
case_0663,11134,14,False
case_0663,11343,14,False
case_0663,11552,14,False
case_0663,11762,14,False
case_0663,11971,14,False
case_0664,26833,14,False
case_0664,27057,14,False
case_0664,27281,14,False
case_0664,27505,14,False
case_0664,27729,14,False
case_0664,27953,14,False
case_0664,28177,14,False
case_0664,29857,14,False
case_0664,30059,14,False
case_0664,30260,14,False
case_0664,30462,14,False
case_0681,11026,14,False
case_0681,11265,14,False
case_0681,11505,14,False
case_0681,11744,14,False
case_0690,5286,14,False
case_0690,5499,14,False
case_0690,5713,14,False
case_0690,5926,14,False
case_0690,6139,14,False
case_0690,6352,14,False
case_0690,6565,14,False
case_0690,6779,14,False
case_0690,6992,14,False
case_0690,7205,14,False
case_0697,31810,14,False
case_0697,32019,14,False
case_0697,32228,14,False
case_0697,32437,14,False
case_0697,32646,14,False
case_0697,32855,14,False
case_0697,33063,14,False
case_0697,33272,14,False
case_0697,33481,14,False
case_0697,33690,14,False
case_0697,33899,14,False
case_0698,4999,14,False
case_0698,5188,14,False
case_0698,5377,14,False
case_0704,7401,14,False
case_0704,7580,14,False
case_0704,7759,14,False
case_0707,7856,14,False
case_0707,8064,14,False
case_0707,8271,14,False
case_0707,8478,14,False
case_0707,8686,14,False
case_0707,8893,14,False
case_0714,5516,14,False
case_0714,8227,14,False
case_0714,8401,14,False
case_0714,11407,14,False
case_0721,12683,14,False
case_0721,12901,14,False
case_0721,13119,14,False
case_0721,13336,14,False
case_0721,13554,14,False
case_0721,13771,14,False
case_0721,13989,14,False
case_0721,14207,14,False
case_0723,16055,14,False
case_0723,16273,14,False
case_0723,16491,14,False
case_0723,16709,14,False
case_0723,16926,14,False
case_0723,17144,14,False
case_0723,17362,14,False
case_0726,18249,14,False
case_0726,18475,14,False
case_0726,18701,14,False
case_0726,19152,14,False
case_0726,19392,14,False
case_0726,19631,14,False
case_0729,10879,14,False
case_0731,5740,14,False
case_0735,11938,14,False
case_0735,12112,14,False
case_0736,6196,14,False
case_0736,6381,14,False
case_0736,6565,14,False
case_0747,8827,14,False
case_0747,9061,14,False
case_0748,5881,14,False
case_0752,19227,14,False
case_0752,19449,14,False
case_0755,12341,14,False
case_0755,12568,14,False
case_0755,12794,14,False
case_0755,13021,14,False
case_0760,2482,14,False
case_0760,2712,14,False
case_0760,2942,14,False
case_0760,3172,14,False
case_0761,8905,14,False
case_0761,9105,14,False
case_0770,6329,14,False
case_0770,6546,14,False
case_0770,6763,14,False
case_0770,6980,14,False
case_0770,8796,14,False
case_0770,9025,14,False
case_0771,5252,14,False
case_0771,5413,14,False
case_0787,13991,14,False
case_0787,14171,14,False
case_0787,14757,14,False
case_0787,14993,14,False
case_0787,15228,14,False
case_0787,15464,14,False
case_0787,15831,14,False
case_0787,16055,14,False
case_0787,16280,14,False
case_0787,16504,14,False
case_0791,12390,14,False
case_0791,12601,14,False
case_0791,12812,14,False
case_0791,13023,14,False
case_0791,13234,14,False
case_0807,4073,14,False
case_0809,10734,14,False
case_0809,10945,14,False
case_0809,11156,14,False
case_0809,11367,14,False
case_0816,15901,14,False
case_0816,16094,14,False
case_0816,16287,14,False
case_0818,8524,14,False
case_0818,8742,14,False
case_0818,8960,14,False
case_0818,9178,14,False
case_0818,9396,14,False
case_0820,9276,14,False
case_0820,9486,14,False
case_0820,9696,14,False
case_0820,9906,14,False
case_0826,11555,14,False
case_0826,11719,14,False
case_0826,12225,14,False
case_0828,7462,14,False
case_0828,7690,14,False
case_0828,7918,14,False
case_0828,8146,14,False
case_0828,8374,14,False
case_0828,8602,14,False
case_0833,9897,14,False
case_0833,10089,14,False
case_0833,10280,14,False
case_0833,11175,14,False
case_0833,11423,14,False
case_0837,30518,14,False
case_0837,30734,14,False
case_0837,30949,14,False
case_0837,31164,14,False
case_0837,31380,14,False
case_0837,31595,14,False
case_0837,31810,14,False
case_0837,32026,14,False
case_0837,32241,14,False
case_0837,32457,14,False
case_0837,32672,14,False
case_0837,32887,14,False
case_0837,33103,14,False
case_0837,33318,14,False
case_0837,33533,14,False
case_0837,33749,14,False
case_0837,33964,14,False
case_0837,34179,14,False
case_0837,34395,14,False
case_0843,10077,14,False
case_0843,10263,14,False
case_0843,10449,14,False
case_0843,11060,14,False
case_0843,11244,14,False
case_0861,5761,14,False
case_0861,5972,14,False
case_0861,6183,14,False
case_0863,6140,14,False
case_0863,6378,14,False
case_0863,6616,14,False
case_0863,7896,14,False
case_0867,8746,14,False
case_0867,8940,14,False
case_0867,9135,14,False
case_0867,9330,14,False
case_0867,9524,14,False
case_0874,7328,14,False
case_0874,12211,14,False
case_0878,3687,14,False
case_0878,3908,14,False
case_0878,4128,14,False
case_0878,4349,14,False
case_0881,17518,14,False
case_0881,17702,14,False
case_0881,17885,14,False
case_0887,20475,14,False
case_0887,20682,14,False
case_0887,20890,14,False
case_0887,21097,14,False
case_0887,21304,14,False
case_0887,21511,14,False
case_0887,21719,14,False
case_0887,21926,14,False
case_0888,7170,14,False
case_0888,7379,14,False
case_0890,13550,14,False
case_0891,11794,14,False
case_0891,11991,14,False
case_0891,12189,14,False
case_0891,12386,14,False
case_0894,6593,14,False
case_0894,6801,14,False
case_0894,7906,14,False
case_0914,12216,14,False
case_0914,12393,14,False
case_0914,12726,14,False
case_0927,6504,14,False
case_0927,6716,14,False
case_0927,6928,14,False
case_0927,7140,14,False
case_0927,8408,14,False
case_0930,7677,14,False
case_0930,7907,14,False
case_0930,8137,14,False
case_0930,8367,14,False
case_0932,16914,14,False
case_0932,17143,14,False
case_0932,17372,14,False
case_0932,17601,14,False
case_0932,17830,14,False
case_0934,4803,14,False
case_0934,5052,14,False
case_0944,15731,14,False
case_0944,15927,14,False
case_0946,6608,14,False
case_0946,6814,14,False
case_0946,7020,14,False
case_0946,7226,14,False
case_0946,8235,14,False
case_0951,10083,14,False
case_0951,10490,14,False
case_0957,12158,14,False
case_0957,12368,14,False
case_0957,12577,14,False
case_0957,12786,14,False
case_0957,12996,14,False
case_0957,13205,14,False
case_0957,14417,14,False
case_0957,14579,14,False
case_0957,15515,14,False
case_0959,21144,14,False
case_0959,21343,14,False
case_0959,21541,14,False
case_0959,21740,14,False
case_0960,3932,14,False
case_0961,16388,14,False
case_0961,16607,14,False
case_0961,16826,14,False
case_0961,17045,14,False
case_0961,17264,14,False
case_0970,11609,14,False
case_0970,11808,14,False
case_0970,12007,14,False
case_0970,12206,14,False
case_0975,11267,14,False
case_0975,11494,14,False
case_0975,11721,14,False
case_0975,11948,14,False
case_0975,12175,14,False
case_0975,12402,14,False
case_0975,16199,14,False
case_0975,16405,14,False
case_0975,16611,14,False
case_0975,16817,14,False
case_0975,17023,14,False
case_0975,17229,14,False
case_0975,17435,14,False
case_0979,25943,14,False
case_0979,26156,14,False
case_0979,26369,14,False
case_0979,26581,14,False
case_0979,26794,14,False
case_0979,27007,14,False
case_0979,27767,14,False
case_0979,27998,14,False
case_0979,28229,14,False
case_0979,28460,14,False
case_0979,28691,14,False
case_0982,7661,14,False
case_0982,7874,14,False
case_0982,8087,14,False
case_0982,8300,14,False
case_0982,8513,14,False
case_0982,8725,14,False
case_0982,8938,14,False
case_0982,9151,14,False
case_0982,9364,14,False
case_0982,9577,14,False
case_0984,7229,14,False
case_0984,7418,14,False
case_0984,7607,14,False
case_0985,15745,14,False
case_0990,6145,14,False
case_0990,6385,14,False
case_1001,8132,14,False
case_1001,8354,14,False
case_1001,8577,14,False
case_1001,8799,14,False
case_1001,9022,14,False
case_1001,9244,14,False
case_1001,11223,14,False
case_1003,17559,14,False
case_1003,17773,14,False
case_1003,17987,14,False
case_1003,18201,14,False
case_1003,18416,14,False
case_1003,18630,14,False
case_1003,18844,14,False
case_1003,19058,14,False
case_1003,19273,14,False
case_1003,19487,14,False
case_1003,19701,14,False
case_1003,19915,14,False
case_1003,20129,14,False
case_1003,20344,14,False
case_1003,20558,14,False
case_1003,20772,14,False
case_1003,20986,14,False
case_1010,5089,14,False
case_1010,5331,14,False
case_1010,5573,14,False
case_1010,5815,14,False
case_1011,10104,14,False
case_1016,9372,14,False
case_1023,3437,14,False
case_1023,3613,14,False
case_1023,5875,14,False
case_1023,6119,14,False
case_1023,6363,14,False
case_1029,4256,14,False
case_1029,4442,14,False
case_1030,7382,14,False
case_1030,7618,14,False
case_1035,8919,14,False
case_1035,9145,14,False
case_1035,9370,14,False
case_1035,9596,14,False
case_1043,4155,14,False
case_1043,4410,14,False
case_1043,4578,14,False
case_1059,11615,14,False
case_1059,11815,14,False
case_1059,12266,14,False
case_1059,12486,14,False
case_1061,4370,14,False
case_1061,4604,14,False
case_1061,5401,14,False
case_1066,3632,14,False
case_1066,3866,14,False
case_1082,4597,14,False
case_1082,4813,14,False
case_1090,14950,14,False
case_1090,15140,14,False
case_1109,11121,14,False
case_1109,11373,14,False
case_1119,14199,14,False
case_1119,14407,14,False
case_1124,5943,14,False
case_1124,6140,14,False
case_1124,6337,14,False
case_1124,7613,14,False
case_1126,2538,14,False
case_1137,8951,14,False
case_1137,9890,14,False
case_1142,6660,14,False
case_1152,6187,14,False
case_1152,6411,14,False
case_1152,6635,14,False
case_1152,6859,14,False
case_1152,7878,14,False
case_1166,8540,14,False
case_1166,8750,14,False
case_1166,8959,14,False
case_1166,9169,14,False
case_1166,9818,14,False
case_1166,10058,14,False
case_1166,10298,14,False
case_1166,10814,14,False
case_1166,11012,14,False
case_1166,11210,14,False
case_1170,10544,14,False
case_1201,10003,14,False
case_1201,10204,14,False
case_1201,10405,14,False
case_1201,10606,14,False
case_1201,10807,14,False
case_1205,9318,14,False
case_1205,9550,14,False
case_1205,9782,14,False
case_1205,10014,14,False
case_1205,10246,14,False
case_1207,10927,14,False
case_1207,11146,14,False
case_1207,11364,14,False
case_1207,11583,14,False
case_1207,24906,14,False
case_1207,25088,14,False
case_1207,25270,14,False
case_1210,32227,14,False
case_1210,32447,14,False
case_1210,32666,14,False
case_1210,32886,14,False
case_1210,33105,14,False
case_1210,33325,14,False
case_1210,33544,14,False
case_1210,33764,14,False
case_1210,33983,14,False
case_1210,34202,14,False
case_1210,34422,14,False
case_1210,34641,14,False
case_1210,34861,14,False
case_1210,35080,14,False
case_1210,35300,14,False
case_1211,25957,14,False
case_1211,26167,14,False
case_1211,26378,14,False
case_1211,26589,14,False
case_1211,26799,14,False
case_1211,27010,14,False
case_1211,27220,14,False
case_1211,27431,14,False
case_1211,27641,14,False
case_1211,27852,14,False
case_1211,28063,14,False
case_1211,28273,14,False
case_1211,28484,14,False
case_1211,28694,14,False
case_1213,9233,14,False
case_1213,9497,14,False
case_1218,8148,14,False
case_1224,7249,14,False
case_1224,7477,14,False
case_1230,6531,14,False
case_1230,6758,14,False
case_1230,6984,14,False
case_1230,7211,14,False
case_1230,7438,14,False
case_1230,7664,14,False
case_1230,7891,14,False
case_1230,8118,14,False
case_1230,8344,14,False
case_1230,8571,14,False
case_1238,7854,14,False
case_1238,8094,14,False
case_1242,2661,14,False
case_1242,2849,14,False
case_1242,3037,14,False
case_1248,16124,14,False
case_1248,16380,14,False
case_1255,11239,14,False
case_1255,11457,14,False
case_1255,11676,14,False
case_1255,11895,14,False
case_1255,12113,14,False
case_1255,12332,14,False
case_1255,12550,14,False
case_1260,1671,14,False
case_1267,15186,14,False
case_1267,15396,14,False
case_1267,15606,14,False
case_1267,15816,14,False
case_1267,16026,14,False
case_1267,16235,14,False
case_1267,16445,14,False
case_1267,16655,14,False
case_1267,16865,14,False
case_1267,17075,14,False
case_1269,2390,14,False
case_1269,9099,14,False
case_1271,13788,14,False
case_1271,14006,14,False
case_1271,14223,14,False
case_1271,14441,14,False
case_1271,14658,14,False
case_1271,14876,14,False
case_1272,11694,14,False
case_1272,11922,14,False
case_1272,12277,14,False
case_1274,8996,14,False
case_1274,9225,14,False
case_1274,9454,14,False
case_1274,10266,14,False
case_1274,10442,14,False
case_1279,16310,14,False
case_1279,16536,14,False
case_1279,16762,14,False
case_1279,16987,14,False
case_1279,17213,14,False
case_1279,17439,14,False
case_1283,7543,14,False
case_1283,7766,14,False
case_1283,7989,14,False
case_1283,8212,14,False
case_1285,7304,14,False
case_1285,7506,14,False
case_1285,7708,14,False
case_1285,7910,14,False
case_1285,8856,14,False
case_1285,9052,14,False
case_1285,9248,14,False
case_1289,8796,14,False
case_1289,8984,14,False
case_1289,9172,14,False
case_1304,24204,14,False
case_1304,24431,14,False
case_1304,24657,14,False
case_1304,24884,14,False
case_1304,25111,14,False
case_1304,25337,14,False
case_1304,25564,14,False
case_1304,25791,14,False
case_1304,26017,14,False
case_1305,11473,14,False
case_1305,11717,14,False
case_1307,10496,14,False
case_1307,10762,14,False
case_1307,11115,14,False
case_1315,9288,14,False
case_1315,9509,14,False
case_1315,9729,14,False
case_1315,10965,14,False
case_1316,4928,14,False
case_1316,5171,14,False
case_1316,5413,14,False
case_1317,10397,14,False
case_1317,10601,14,False
case_1318,27075,14,False
case_1318,27287,14,False
case_1318,27498,14,False
case_1318,27709,14,False
case_1318,27921,14,False
case_1318,28132,14,False
case_1318,30701,14,False
case_1318,30938,14,False
case_1318,31175,14,False
case_1318,31411,14,False
case_1318,31648,14,False
case_1321,8558,14,False
case_1321,8750,14,False
case_1321,8942,14,False
case_1324,9536,14,False
case_1324,9761,14,False
case_1324,9985,14,False
case_1324,10210,14,False
case_1324,13073,14,False
case_1324,13339,14,False
case_1325,12513,14,False
case_1325,12702,14,False
case_1325,12892,14,False
case_1325,13081,14,False
case_1331,6538,14,False
case_1331,6754,14,False
case_1331,6970,14,False
case_1331,7186,14,False
case_1333,7958,14,False
case_1333,8147,14,False
case_1333,8336,14,False
case_1333,8525,14,False
case_1338,6903,14,False
case_1338,7123,14,False
case_1338,7343,14,False
case_1338,7563,14,False
case_1338,7783,14,False
case_1338,8003,14,False
case_1347,18576,14,False
case_1347,18803,14,False
case_1347,19031,14,False
case_1347,19258,14,False
case_1347,19485,14,False
case_1347,20456,14,False
case_1347,20674,14,False
case_1347,20891,14,False
case_1347,21108,14,False
case_1347,21326,14,False
case_1347,21543,14,False
case_1347,21761,14,False
case_1347,21978,14,False
case_1347,22195,14,False
case_1347,22413,14,False
case_1348,990,14,False
case_1353,60085,14,False
case_1353,60296,14,False
case_1353,60507,14,False
case_1353,60718,14,False
case_1353,60929,14,False
case_1353,61140,14,False
case_1353,61351,14,False
case_1353,61562,14,False
case_1353,61773,14,False
case_1353,61984,14,False
case_1353,62195,14,False
case_1353,62406,14,False
case_1353,62617,14,False
case_1353,67377,14,False
case_1353,67617,14,False
case_1353,67857,14,False
case_1359,12717,14,False
case_1359,12934,14,False
case_1359,13151,14,False
case_1359,13368,14,False
case_1359,13585,14,False
case_1359,13802,14,False
case_1362,14228,14,False
case_1362,14451,14,False
case_1362,14674,14,False
case_1362,14897,14,False
case_1362,15119,14,False
case_1362,15342,14,False
case_1362,15565,14,False
case_1363,4464,14,False
case_1363,4682,14,False
case_1363,4900,14,False
case_1364,6803,14,False
case_1364,7014,14,False
case_1364,7226,14,False
case_1364,7437,14,False
case_1371,10700,14,False
case_1371,10910,14,False
case_1373,9533,14,False
case_1373,9727,14,False
case_1376,9590,14,False
case_1376,9853,14,False
case_1380,9863,14,False
case_1380,10103,14,False
case_1380,10343,14,False
case_1383,8204,14,False
case_1383,8394,14,False
case_1384,12195,14,False
case_1384,12421,14,False
case_1384,12647,14,False
case_1384,12873,14,False
case_1384,13099,14,False
case_1384,13325,14,False
case_1384,13551,14,False
case_1384,13777,14,False
case_1384,15063,14,False
case_1384,15281,14,False
case_1384,15498,14,False
case_1384,15715,14,False
case_1384,15933,14,False
case_1384,16150,14,False
case_1384,16367,14,False
case_1384,16585,14,False
case_1384,16802,14,False
case_1384,17019,14,False
case_1384,17237,14,False
case_1387,18726,14,False
case_1387,18944,14,False
case_1387,19162,14,False
case_1387,19380,14,False
case_1387,19598,14,False
case_1388,7089,14,False
case_1388,7839,14,False
case_1392,11232,14,False
case_1392,11441,14,False
case_1392,11651,14,False
case_1392,11860,14,False
case_1392,12069,14,False
case_1392,12279,14,False
case_1392,12488,14,False
case_1392,12697,14,False
case_1392,12907,14,False
case_1392,13116,14,False
case_1398,13159,14,False
case_1398,13319,14,False
case_1401,10599,14,False
case_1401,10779,14,False
case_1401,10959,14,False
case_1404,8074,14,False
case_1404,8322,14,False
case_1404,8570,14,False
case_1414,12937,14,False
case_1414,13182,14,False
case_1414,13426,14,False
case_1414,13791,14,False
case_1419,11934,14,False
case_1422,10890,14,False
case_1427,5129,14,False
case_1427,5345,14,False
case_1427,5561,14,False
case_1427,5777,14,False
case_1440,8525,14,False
case_1459,14277,14,False
case_1459,14637,14,False
case_1459,14835,14,False
case_1459,15033,14,False
case_1459,15231,14,False
case_1459,16197,14,False
case_1459,16415,14,False
case_1459,16633,14,False
case_1459,17920,14,False
case_1459,18453,14,False
case_1461,11147,14,False
case_1472,9348,14,False
case_1475,6270,14,False
case_1475,6470,14,False
case_1484,7201,14,False
case_1484,7438,14,False
case_1484,7674,14,False
case_1484,7911,14,False
case_1484,9493,14,False
case_1502,7154,14,False
case_1502,7334,14,False
case_1504,6318,14,False
case_1506,9259,14,False
case_1506,9486,14,False
case_1506,9713,14,False
case_1506,9939,14,False
case_1506,10166,14,False
case_1510,18509,14,False
case_1510,18723,14,False
case_1510,18937,14,False
case_1510,19151,14,False
case_1510,19364,14,False
case_1510,19578,14,False
case_1510,19792,14,False
case_1516,10704,14,False
case_1516,10867,14,False
case_1519,29452,14,False
case_1519,29672,14,False
case_1519,29892,14,False
case_1519,30112,14,False
case_1519,30332,14,False
case_1519,30551,14,False
case_1519,30771,14,False
case_1519,30991,14,False
case_1519,31211,14,False
case_1522,13249,14,False
case_1522,13475,14,False
case_1522,13702,14,False
case_1522,13928,14,False
case_1522,14523,14,False
case_1522,14717,14,False
case_1522,14911,14,False
case_1522,15105,14,False
case_1531,3002,14,False
case_1534,2942,14,False
case_1534,3192,14,False
case_1534,3441,14,False
case_1534,5792,14,False
case_1534,6109,14,False
case_1534,6325,14,False
case_1534,6540,14,False
case_1543,7236,14,False
case_1543,7438,14,False
case_1543,7640,14,False
case_1549,4994,14,False
case_1549,5184,14,False
case_1549,5374,14,False
case_1549,5564,14,False
case_1549,6929,14,False
case_1554,9990,14,False
case_1555,7352,14,False
case_1558,9247,14,False
case_1558,9511,14,False
case_1582,17142,14,False
case_1582,17305,14,False
case_1582,17674,14,False
case_1582,17875,14,False
case_1582,18075,14,False
case_1584,6503,14,False
case_1587,5042,14,False
case_1596,12288,14,False
case_1603,4907,14,False
case_1603,5125,14,False
case_1603,5343,14,False
case_1603,5561,14,False
case_1603,5779,14,False
case_1603,6285,14,False
case_1605,10256,14,False
case_1605,10448,14,False
case_1605,10640,14,False
case_1615,10261,14,False
case_1615,10482,14,False
case_1615,11081,14,False
case_1615,11245,14,False
case_1615,14172,14,False
case_1615,14391,14,False
case_1615,14609,14,False
case_1615,14828,14,False
case_1615,15047,14,False
case_1615,15266,14,False
case_1615,15484,14,False
case_1615,15703,14,False
case_1615,15922,14,False
case_1615,16140,14,False
case_1615,16359,14,False
case_1615,16934,14,False
case_1615,17152,14,False
case_1615,17371,14,False
case_1615,17589,14,False
case_1615,17807,14,False
case_1615,18410,14,False
case_1615,18631,14,False
case_1615,19216,14,False
case_1615,19426,14,False
case_1615,19636,14,False
case_1615,19971,14,False
case_1615,20175,14,False
case_1615,20378,14,False
case_1615,20582,14,False
case_1615,20785,14,False
case_1615,20989,14,False
case_1615,21252,14,False
case_1615,21431,14,False
case_1615,21610,14,False
case_1615,21888,14,False
case_1615,22118,14,False
case_1617,7883,14,False
case_1617,8084,14,False
case_1617,8285,14,False
case_1617,8486,14,False
case_1617,8687,14,False
case_1617,11049,14,False
case_1617,11223,14,False
case_1620,20689,14,False
case_1620,20905,14,False
case_1620,21121,14,False
case_1620,21337,14,False
case_1620,21553,14,False
case_1620,21769,14,False
case_1620,26130,14,False
case_1620,26312,14,False
case_1623,2181,14,False
case_1624,12293,14,False
case_1624,12523,14,False
case_1624,12753,14,False
case_1624,12983,14,False
case_1624,13213,14,False
case_1624,13443,14,False
case_1624,13673,14,False
case_1632,6431,14,False
case_1632,6639,14,False
case_1632,6846,14,False
case_1632,7054,14,False
case_1632,8324,14,False
case_1634,9221,14,False
case_1636,8936,14,False
case_1636,9136,14,False
case_1636,9335,14,False
case_1636,9534,14,False
case_1636,9734,14,False
case_1636,9933,14,False
case_1637,12038,14,False
case_1637,12242,14,False
case_1637,12446,14,False
case_1637,12649,14,False
case_1637,12853,14,False
case_1637,17064,14,False
case_1637,17302,14,False
case_1637,17540,14,False
case_1637,18439,14,False
case_1637,18683,14,False
case_1640,9898,14,False
case_1640,10080,14,False
case_1640,10262,14,False
case_1654,11593,14,False
case_1654,11805,14,False
case_1654,12016,14,False
case_1654,12228,14,False
case_1668,15837,14,False
case_1668,16052,14,False
case_1668,16267,14,False
case_1668,16481,14,False
case_1668,16696,14,False
case_1668,17420,14,False
case_1668,17588,14,False
case_1681,3141,14,False
case_1683,12163,14,False
case_1683,12375,14,False
case_1683,12587,14,False
case_1683,12799,14,False
case_1683,13011,14,False
case_1683,13223,14,False
case_1683,13435,14,False
case_1683,13647,14,False
case_1683,15300,14,False
case_1684,8359,14,False
case_1694,7232,14,False
case_1694,7441,14,False
case_1694,7650,14,False
case_1694,7859,14,False
case_1694,8223,14,False
case_1694,8448,14,False
case_1694,8673,14,False
case_1694,8898,14,False
case_1694,9122,14,False
case_1694,9347,14,False
case_1694,9572,14,False
case_1696,8461,14,False
case_1696,8723,14,False
case_1700,13773,14,False
case_1711,22124,14,False
case_1711,22328,14,False
case_1711,22532,14,False
case_1711,22736,14,False
case_1718,19515,14,False
case_1718,19732,14,False
case_1718,19949,14,False
